序號,,聯絡地址,商店編號,綠色商店名稱,聯絡電話,分機,手機號碼,綠色商店類型,,,,,,
1345,,104臺北市中山區中原街77號,A001439,萊爾富國際股份有限公司-北市中原二店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1346,,116臺北市文山區興隆路三段56號(中國科技大學),A001396,萊爾富國際股份有限公司-北市中國店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1347,,114臺北市內湖區成功路二段318之1號,A001440,萊爾富國際股份有限公司-北市內湖二店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1348,,111台北市士林區中山北路六段431之4號1樓,A001597,萊爾富國際股份有限公司-北市天福店,(02)89781406,,,連鎖型綠色商店,,,,,,
1349,,116臺北市文山區辛亥路四段218.220號,A001422,萊爾富國際股份有限公司-北市文辛店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1350,,116臺北市文山區羅斯福路五段203號1樓,A001240,萊爾富國際股份有限公司-北市文武店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1351,,105台北市中正區八德路一段34號,A001614,萊爾富國際股份有限公司-北市文創店,(02)89786752,,,連鎖型綠色商店,,,,,,
1352,,116臺北市文山區景福街230巷2號,A001316,萊爾富國際股份有限公司-北市文福店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1353,,116臺北市文山區木新路三段232巷6弄18號,A001406,萊爾富國際股份有限公司-北市木新二店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1354,,116臺北市文山區木新路二段163號,A001413,萊爾富國際股份有限公司-北市木新三店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1355,,116臺北市文山區木柵路一段8號,A001245,萊爾富國際股份有限公司-北市世新店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1356,,112臺北市北投區一德里中央北路四段8號1樓,A001273,萊爾富國際股份有限公司-北市北天店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1357,,112臺北市北投區立德路60號,A001278,萊爾富國際股份有限公司-北市北功店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1358,,112臺北市北投區中和里中和街402號1樓,A001442,萊爾富國際股份有限公司-北市北和店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1359,,112臺北市北投區學園路2號（北台科學技術學院-飲和樓商場）,A001293,萊爾富國際股份有限公司-北市北武店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1360,,106臺北市大安區建國南路一段81號(台北科技大學),A001296,萊爾富國際股份有限公司-北市北科大店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1361,,100臺北市中正區濟南路一段321號五育樓B1（國立台北商業技術學院）,A001411,萊爾富國際股份有限公司-北市北商店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1362,,112臺北市北投區桃園里中央北路三段44.46號,A001340,萊爾富國際股份有限公司-北市北崗店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1363,,112台北市北投區清江路53及55號,A001641,萊爾富國際股份有限公司-北市北清店,(02)89783776,,,連鎖型綠色商店,,,,,,
1364,,112臺北市北投區石牌路二段201號,A001434,萊爾富國際股份有限公司-北市北華店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1365,,112臺北市北投區裕民六路120號,A001364,萊爾富國際股份有限公司-北市北裕店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1366,,112臺北市北投區清江路47.49號,A001250,萊爾富國際股份有限公司-北市北達店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1367,,100台北市中正區辛亥路一段17巷2號及19號,A001634,萊爾富國際股份有限公司-北市古亭店,(02)89787384,,,連鎖型綠色商店,,,,,,
1368,,100臺北市中正區博愛路131號B1,A001241,萊爾富國際股份有限公司-北市司法店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1369,,100台北市中正區常德街1號B1,A001610,萊爾富國際股份有限公司-北市台大店,(02)23146218,,,連鎖型綠色商店,,,,,,
1370,,104臺北市中山區錦州街32號,A001297,萊爾富國際股份有限公司-北市台泥店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1371,,110台北市信義區市府路1號(市政大樓地下二樓),A001638,萊爾富國際股份有限公司-北市市政店,(02)89783410,,,連鎖型綠色商店,,,,,,
1372,,100臺北市中正區常德街1號(臺大醫院),A001360,萊爾富國際股份有限公司-北市正台店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1373,,100臺北市中正區市民大道三段8號1樓(光華商場光華新天地),A001421,萊爾富國際股份有限公司-北市正光店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1374,,100臺北市中正區八德路一段46號,A001416,萊爾富國際股份有限公司-北市正宏店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1375,,100臺北市中正區辛亥路一段39.41號1樓,A001334,萊爾富國際股份有限公司-北市正佳店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1376,,100台北市中正區梅花里８鄰忠孝東路一段３５號一樓全部,A001623,萊爾富國際股份有限公司-北市正忠店,(02)89781634,,,連鎖型綠色商店,,,,,,
1377,,100臺北市中正區紹興南街4-12號1樓,A001254,萊爾富國際股份有限公司-北市正東店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1378,,100台北市中正區忠孝西路一段173號，台北西B站,A001598,萊爾富國際股份有限公司-北市正前店,(02)23831025,,,連鎖型綠色商店,,,,,,
1379,,100臺北市中正區泉州街31.34號1樓,A001441,萊爾富國際股份有限公司-北市正泉店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1380,,100臺北市中正區博愛路9號,A001424,萊爾富國際股份有限公司-北市正博店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1381,,100臺北市中正區板溪里牯嶺街117號1樓,A001336,萊爾富國際股份有限公司-北市正喜店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1382,,100臺北市中正區中山南路8號(台大兒童綜合醫院)   ,A001405,萊爾富國際股份有限公司-北市正童店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1383,,100臺北市中正區忠孝西路50號1樓,A001397,萊爾富國際股份有限公司-北市正裕店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1384,,100臺北市中正區八德路一段82巷7號1樓,A001259,萊爾富國際股份有限公司-北市正德店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1385,,100臺北市中正區衡陽路103號,A001244,萊爾富國際股份有限公司-北市正慶店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1386,,100臺北市中正區館前路45號1樓,A001375,萊爾富國際股份有限公司-北市正館店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1387,,100臺北市中正區許昌街26-2號,A001385,萊爾富國際股份有限公司-北市正豐店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1388,,100臺北市中正區中山南路7號B1(台大醫院),A001301,萊爾富國際股份有限公司-北市正醫店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1389,,100台北市中正區寶慶路35號,A001616,萊爾富國際股份有限公司-北市正寶店,(02)23705368,,,連鎖型綠色商店,,,,,,
1390,,100臺北市中正區館前路36號 ,A001393,萊爾富國際股份有限公司-北市正鑽店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1391,,104臺北市中山區民生西路2號,A001366,萊爾富國際股份有限公司-北市民生店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1392,,"114臺北市內湖區民權東路六段69,71,75號",A001324,萊爾富國際股份有限公司-北市民東店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1393,,105臺北市松山區民權東路五段32號,A001343,萊爾富國際股份有限公司-北市民權二店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1394,,114臺北市內湖區民權東路六段90巷8號,A001272,萊爾富國際股份有限公司-北市民權三店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1395,,104台北市中山區松江路27號,A001599,萊爾富國際股份有限公司-北市永捷店,(02)25048276,,,連鎖型綠色商店,,,,,,
1396,,103臺北市大同區歸綏街183號,A001288,萊爾富國際股份有限公司-北市甘州店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1397,,112台北市北投區義理街96號及立農街2段292號,A001617,萊爾富國際股份有限公司-北市立農店,(02)89781336,,,連鎖型綠色商店,,,,,,
1398,,103臺北市大同區昌吉街63號,A001275,萊爾富國際股份有限公司-北市同吉店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1399,,103臺北市大同區重慶北路一段63號,A001277,萊爾富國際股份有限公司-北市同安店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1400,,103臺北市大同區西寧北路35號,A001394,萊爾富國際股份有限公司-北市同京店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1401,,103臺北市大同區重慶里哈密街59巷21號,A001354,萊爾富國際股份有限公司-北市同密店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1402,,103臺北市大同區長安西路52-1號B1,A001248,萊爾富國際股份有限公司-北市同捷店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1403,,103臺北市大同區錦西街82號 1樓,A001388,萊爾富國際股份有限公司-北市同淵店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1404,,103臺北市大同區延平北路二段114.116.118號.民生西路335號,A001258,萊爾富國際股份有限公司-北市同達店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1405,,103臺北市大同區承德路三段290號,A001280,萊爾富國際股份有限公司-北市同德店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1406,,103臺北市大同區重慶北路一段24號1樓,A001299,萊爾富國際股份有限公司-北市同慶店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1407,,103臺北市大同區南京西路30號,A001252,萊爾富國際股份有限公司-北市同蝶店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1408,,"104臺北市中山區松江路28,30,30-1號",A001284,萊爾富國際股份有限公司-北市如意店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1409,,110臺北市信義區仁愛路四段300巷15號1樓,A001298,萊爾富國際股份有限公司-北市安平店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1410,,106台北市大安區仁愛路4段300巷15號,A001632,萊爾富國際股份有限公司-北市安平店,(02)27015782,,,連鎖型綠色商店,,,,,,
1411,,106臺北市大安區安居街10號,A001412,萊爾富國際股份有限公司-北市安弘店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1412,,106臺北市大安區忠孝東路三段287號,A001430,萊爾富國際股份有限公司-北市安孝店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1413,,106臺北市大安區建國南路一段337號1樓,A001363,萊爾富國際股份有限公司-北市安建店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1414,,106臺北市大安區和平東路一段129號 (台灣師範大學綜合大樓),A001281,萊爾富國際股份有限公司-北市安盈店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1415,,114臺北市內湖區安泰街32號,A001428,萊爾富國際股份有限公司-北市安泰店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1416,,"106臺北市大安區光復南路290巷25號,25-1號",A001236,萊爾富國際股份有限公司-北市安國店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1417,,106臺北市大安區復興南路二段146-1號 ,A001387,萊爾富國際股份有限公司-北市安傑店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1418,,106臺北市大安區復興南路一段135巷21號1樓.B1,A001348,萊爾富國際股份有限公司-北市安復店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1419,,106臺北市大安區仁愛路四段112巷7號,A001253,萊爾富國際股份有限公司-北市安敦店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1420,,106臺北市大安區忠孝東路四段181巷8號,A001437,萊爾富國際股份有限公司-北市安皓店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1421,,106臺北市大安區華聲里延吉街131巷43號1樓,A001346,萊爾富國際股份有限公司-北市安華店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1422,,106臺北市大安區安東街50之2、50之3，50之4號,A001390,萊爾富國際股份有限公司-北市安震店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1423,,106台北市大安區復興南路2段148號1樓全部,A001607,萊爾富國際股份有限公司-北市安興店,(02)89783502,,,連鎖型綠色商店,,,,,,
1424,,106臺北市大安區臥龍街145之1號,A001342,萊爾富國際股份有限公司-北市安龍店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1425,,"106臺北市大安區光復南路98之3號,98之5號",A001257,萊爾富國際股份有限公司-北市安聯店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1426,,106臺北市大安區復興南路一段265號,A001331,萊爾富國際股份有限公司-北市安豐店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1427,,106臺北市大安區仁愛路四段10號1樓(北市仁愛醫院),A001386,萊爾富國際股份有限公司-北市安醫店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1428,,106臺北市大安區金山南路二段69.71號1樓,A001291,萊爾富國際股份有限公司-北市安麗店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1429,,106臺北市大安區敦化南路一段197號,A001266,萊爾富國際股份有限公司-北市安鑽店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1430,,114臺北市內湖區成功路五段420巷7‧9號,A001313,萊爾富國際股份有限公司-北市成康店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1431,,114台北市內湖區成功路五段420巷7‧9號,A001625,萊爾富國際股份有限公司-北市成康店,(02)26342297,,,連鎖型綠色商店,,,,,,
1432,,114台北市內湖區內湖路一段120巷16號一樓全部,A001612,萊爾富國際股份有限公司-北市米蘭店,(02)26598412,,,連鎖型綠色商店,,,,,,
1433,,103臺北市大同區南京西路63號,A001302,萊爾富國際股份有限公司-北市衣蝶店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1434,,114臺北市內湖區民權東路六段117號,A001260,萊爾富國際股份有限公司-北市宏普店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1435,,114台北市內湖區江南街111號,A001608,萊爾富國際股份有限公司-北市亞緹店,(02)89783354,,,連鎖型綠色商店,,,,,,
1436,,103台北市大同區市民大道一段209號,A001601,萊爾富國際股份有限公司-北市京承店,(02)25526312,,,連鎖型綠色商店,,,,,,
1437,,103臺北市大同區市民大道一段209號(國道客運京站購物廣場),A001276,萊爾富國際股份有限公司-北市京站店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1438,,100臺北市中正區延平南路210號,A001292,萊爾富國際股份有限公司-北市和平店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1439,,112臺北市北投區立德路125號(和信醫院),A001279,萊爾富國際股份有限公司-北市和信店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1440,,112臺北市北投區中央南路二段5.7號,A001409,萊爾富國際股份有限公司-北市奇岩店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1441,,106台北市大安區安居街15號,A001642,萊爾富國際股份有限公司-北市居安店,(02)89786747,,,連鎖型綠色商店,,,,,,
1442,,111臺北市士林區延平北路五段138號,A001419,萊爾富國際股份有限公司-北市延平二店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1443,,103臺北市大同區延平北路二段255-1號,A001380,萊爾富國際股份有限公司-北市延平店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1444,,106臺北市大安區延吉街130號,A001235,萊爾富國際股份有限公司-北市延吉二店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1445,,103臺北市大同區延平北路三段40號一樓,A001432,萊爾富國際股份有限公司-北市延年店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1446,,105臺北市松山區延壽街81號,A001391,萊爾富國際股份有限公司-北市延壽店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1447,,111臺北市士林區承德路四段80巷59號,A001338,萊爾富國際股份有限公司-北市承德店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1448,,115臺北市南港區昆陽街99號,A001382,萊爾富國際股份有限公司-北市昆陽店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1449,,104臺北市中山區明水路397巷7弄32號,A001365,萊爾富國際股份有限公司-北市明水店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1450,,114臺北市內湖區民權東路六段296巷68號,A001242,萊爾富國際股份有限公司-北市明湖店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1451,,106臺北市大安區杭州南路二段5號,A001308,萊爾富國際股份有限公司-北市杭州店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1452,,106臺北市大安區信義路四段186巷8號(東方高級工商職業學校),A001425,萊爾富國際股份有限公司-北市東方店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1453,,110臺北市信義區林口街36號,A001337,萊爾富國際股份有限公司-北市林口店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1454,,104臺北市中山區林森北路101號,A001443,萊爾富國際股份有限公司-北市林森店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1455,,110臺北市信義區永吉路280號,A001329,萊爾富國際股份有限公司-北市松永店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1456,,105臺北市松山區八德路三段119號,A001320,萊爾富國際股份有限公司-北市松育店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1457,,105臺北市松山區光復北路102號,A001407,萊爾富國際股份有限公司-北市松柏店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1458,,110臺北市信義區松山路11號(松山車站),A001356,萊爾富國際股份有限公司-北市松站店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1459,,105臺北市松山區鵬程里健康路325巷12弄2號1樓,A001339,萊爾富國際股份有限公司-北市松康店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1460,,105臺北市松山區南京東路五段250巷3-1號,A001327,萊爾富國際股份有限公司-北市松清店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1461,,105臺北市松山區南京東路五段34號,A001418,萊爾富國際股份有限公司-北市松華店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1462,,105臺北市松山區敦化北路338號(捷運松山機場),A001362,萊爾富國際股份有限公司-北市松運店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1463,,105臺北市松山區莊敬里撫遠街369巷36號,A001335,萊爾富國際股份有限公司-北市松遠店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1464,,111臺北市士林區社子街63巷2號,A001414,萊爾富國際股份有限公司-北市社子店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1465,,111臺北市士林區社正路27號,A001435,萊爾富國際股份有限公司-北市社正店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1466,,106臺北市大安區敦化南路二段174號,A001426,萊爾富國際股份有限公司-北市虎嘯店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1467,,114臺北市內湖區金湖路403號,A001345,萊爾富國際股份有限公司-北市金湖店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1468,,114台北市內湖區金龍路64、66號壹樓全部,A001636,萊爾富國際股份有限公司-北市金碧店,(02)89782940,,,連鎖型綠色商店,,,,,,
1469,,104台北市中山區松江路50號,A001611,萊爾富國際股份有限公司-北市長松店,(02)89783405,,,連鎖型綠色商店,,,,,,
1470,,110臺北市信義區中坡北路17.19號1樓,A001243,萊爾富國際股份有限公司-北市信北店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1471,,110臺北市信義區永吉路125號,A001310,萊爾富國際股份有限公司-北市信吉店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1472,,110臺北市信義區忠孝東路五段63號1樓,A001237,萊爾富國際股份有限公司-北市信東店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1473,,110臺北市信義區莊敬路290號,A001400,萊爾富國際股份有限公司-北市信長店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1474,,110臺北市信義區基隆路一段350之41.43號,A001270,萊爾富國際股份有限公司-北市信彩店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1475,,110臺北市信義區松山路537號及541巷1號,A001359,萊爾富國際股份有限公司-北市信誠店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1476,,110臺北市信義區虎林街164巷60弄2號,A001238,萊爾富國際股份有限公司-北市信德店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1477,,"100臺北市中正區南海路12,14號",A001355,萊爾富國際股份有限公司-北市南海店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1478,,115臺北市南港區忠孝東路七段639號,A001317,萊爾富國際股份有限公司-北市南港二店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1479,,115臺北市南港區忠孝東路六段252號,A001261,萊爾富國際股份有限公司-北市南港三店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1480,,103臺北市大同區重慶北路三段278號之2,A001321,萊爾富國際股份有限公司-北市哈密店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1481,,116臺北市文山區指南路二段32號,A001286,萊爾富國際股份有限公司-北市指南店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1482,,116台北市文山區指南路二段64號(商學院),A001628,萊爾富國際股份有限公司-北市政商店,,,0,連鎖型綠色商店,,,,,,
1483,,116台北市文山區指南路二段64號,A001604,萊爾富國際股份有限公司-北市政學店,(02)89782091,,,連鎖型綠色商店,,,,,,
1484,,112臺北市北投區中央北路二段70號(政治作戰學校),A001264,萊爾富國際股份有限公司-北市政戰店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1485,,100台北市中正區八德路一段８２巷１０號,A001639,萊爾富國際股份有限公司-北市秋葉原店,(02)89783142,,,連鎖型綠色商店,,,,,,
1486,,103臺北市大同區迪化街一段50號,A001347,萊爾富國際股份有限公司-北市迪化店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1487,,105臺北市松山區寧安街12號(育達商職家聲樓B1),A001289,萊爾富國際股份有限公司-北市家聲店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1488,,106臺北市大安區和平東路一段162號(台灣師範大學校本部),A001247,萊爾富國際股份有限公司-北市師範店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1489,,116臺北市文山區汀州路四段88號（師範大學汀州分部）,A001267,萊爾富國際股份有限公司-北市師鑽店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1490,,108台北市萬華區廣州街247號,A001622,萊爾富國際股份有限公司-北市班客店,(02)89787245,,,連鎖型綠色商店,,,,,,
1491,,112台北市北投區行義路142-1及142-3號B1,A001637,萊爾富國際股份有限公司-北市紗帽店,(02)89782704,,,連鎖型綠色商店,,,,,,
1492,,104臺北市中山區民生西路3巷2號,A001444,萊爾富國際股份有限公司-北市馬偕店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1493,,116臺北市文山區新光路二段30號(木柵動物園浣熊館販賣部),A001314,萊爾富國際股份有限公司-北市浣熊店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1494,,100臺北市中正區忠孝西路一段173號(國光客運東站),A001265,萊爾富國際股份有限公司-北市國光店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1495,,114台北市內湖區民權東路六段１６１號,A001621,萊爾富國際股份有限公司-北市國防店,(02)89781053,,,連鎖型綠色商店,,,,,,
1496,,110臺北市信義區松壽路6號(世貿三館1樓展場),A001446,萊爾富國際股份有限公司-北市國貿店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1497,,100臺北市中正區中山南路20號,A001431,萊爾富國際股份有限公司-北市國圖店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1498,,114臺北市內湖區民權東路六段123巷32號,A001351,萊爾富國際股份有限公司-北市國醫店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1499,,114臺北市內湖區基湖路25號,A001249,萊爾富國際股份有限公司-北市基湖店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1500,,114臺北市內湖區安康路142號,A001377,萊爾富國際股份有限公司-北市康湖店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1501,,114臺北市內湖區康寧路三段155號,A001379,萊爾富國際股份有限公司-北市康寧店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1502,,114臺北市內湖區康樂街92號,A001255,萊爾富國際股份有限公司-北市康樂二店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1503,,112臺北市北投區泉源路221號(台北私立惇敘工商),A001429,萊爾富國際股份有限公司-北市惇敘店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1504,,108臺北市萬華區梧州街29號,A001303,萊爾富國際股份有限公司-北市梧州店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1505,,100臺北市中正區紹興北街33號,A001372,萊爾富國際股份有限公司-北市紹北店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1506,,114臺北市內湖區行善路33號,A001323,萊爾富國際股份有限公司-北市麥帥店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1507,,100台北市中正區南陽街1號,A001594,萊爾富國際股份有限公司-北市凱撒店,(02)89783144,,,連鎖型綠色商店,,,,,,
1508,,114臺北市內湖區港墘里江南街30號1樓,A001251,萊爾富國際股份有限公司-北市堯湖店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1509,,105臺北市松山區八德路三段12巷51弄2號,A001349,萊爾富國際股份有限公司-北市敦化店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1510,,116臺北市文山區景福街58號,A001395,萊爾富國際股份有限公司-北市景福店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1511,,115臺北市南港區合成里中坡北路50巷1號1樓,A001415,萊爾富國際股份有限公司-北市港北店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1512,,116台北市南港區南港路三段8、10號一樓全部,A001615,萊爾富國際股份有限公司-北市港玉店,(02)89785453,,,連鎖型綠色商店,,,,,,
1513,,115臺北市南港區玉成街27之1號,A001433,萊爾富國際股份有限公司-北市港成店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1514,,115臺北市南港區研究院路二段110號,A001332,萊爾富國際股份有限公司-北市港宏店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1515,,115臺北市南港區南港路三段2號,A001368,萊爾富國際股份有限公司-北市港東店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1516,,115臺北市南港區舊莊街一段212巷2號,A001384,萊爾富國際股份有限公司-北市港南店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1517,,115臺北市南港區經貿二路1號(南港展覽館),A001417,萊爾富國際股份有限公司-北市港捷店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1518,,115臺北市南港區玉成街52巷2弄1號1樓,A001333,萊爾富國際股份有限公司-北市港華店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1519,,115台北市南港區玉成街52巷2弄3號1樓全部、5號1樓,A001619,萊爾富國際股份有限公司-北市港運店,(02)89783865,,,連鎖型綠色商店,,,,,,
1520,,115臺北市南港區東明里南港路二段4號,A001295,萊爾富國際股份有限公司-北市港漢店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1521,,115臺北市南港區同德路87號(忠孝醫院),A001374,萊爾富國際股份有限公司-北市港醫店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1522,,115台北市南港區南港路一段313號地下二樓商場,A001596,萊爾富國際股份有限公司-北市港鑫店,(02)27883443,,,連鎖型綠色商店,,,,,,
1523,,114台北市內湖區新湖三路36號1樓,A001595,萊爾富國際股份有限公司-北市湖元店,(02)89787470,,,連鎖型綠色商店,,,,,,
1524,,114台北市內湖區大湖山莊街179號1樓,A001629,萊爾富國際股份有限公司-北市湖月店,(02)89786741,,,連鎖型綠色商店,,,,,,
1525,,114台北市內湖區陽光街298號一樓部份,A001603,萊爾富國際股份有限公司-北市湖玉店,(02)26586383,,,連鎖型綠色商店,,,,,,
1526,,114臺北市內湖區瑞光路188巷60號,A001341,萊爾富國際股份有限公司-北市湖光店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1527,,114臺北市內湖區內湖路一段120巷13號,A001256,萊爾富國際股份有限公司-北市湖志店,(02)66068688,356,,連鎖型綠色商店,,,,,,
1528,,114台北市內湖區新湖二路160.162號一樓全部,A001613,萊爾富國際股份有限公司-北市湖宗店,(02)27963773,,,連鎖型綠色商店,,,,,,
